1001,149500,1,980000,1020000
1002,241197,2,1485000,1515000
1003,144000,3,980000,1020000
1004,183000,,,
1005,208000,,,
1006,125000,,,
1007,283000,,,
1008,410000,,,
1009,408000,,,
1010,299500,,,
1011,152800,,,
1012,312000,,,
1013,104000,,,
1014,410000,,,
1015,408000,,,
1016,399500,,,
1017,405000,,,
1018,395000,,,
